filename,dimensions,level_count,level_0_dimensions,level_0_downsample,level_1_dimensions,level_1_downsample,level_2_dimensions,level_2_downsample,level_3_dimensions,level_3_downsample
TCGA-50-5939-01Z-00-DX1.745D7503-0744-46B1-BC89-EBB8FCE2D55C.svs,"(93296, 85755)",4,"(93296, 85755)",1.0,"(23324, 21438)",4.000069969213547,"(5831, 5359)",16.001026310878895,"(2915, 2679)",32.00778361911494
TCGA-MP-A4TE-01Z-00-DX1.B4680570-FD2E-47A5-8D50-A508CEB6A62C.svs,"(129480, 71391)",4,"(129480, 71391)",1.0,"(32370, 17847)",4.000084047739116,"(8092, 4461)",16.00217555276393,"(4046, 2230)",32.007939303392156
TCGA-49-AARR-01Z-00-DX1.9BCAFE3D-447C-40D6-85DD-AFABF6978376.svs,"(57768, 59187)",4,"(57768, 59187)",1.0,"(14442, 14796)",4.000101378751014,"(3610, 3699)",16.00151354824505,"(1805, 1849)",32.00735397886707
TCGA-49-4505-01Z-00-DX2.48df81e7-5a8e-4c5b-993a-6a54481a35e9.svs,"(125661, 83345)",4,"(125661, 83345)",1.0,"(31415, 20836)",4.000039912892104,"(7853, 5209)",16.000923696869307,"(3926, 2604)",32.00695753545038
TCGA-62-A46P-01Z-00-DX1.9136CC96-51B9-4FEB-8BCF-2C3676C708B1.svs,"(91336, 86850)",4,"(91336, 86850)",1.0,"(22834, 21712)",4.000046057479734,"(5708, 5428)",16.00088500076687,"(2854, 2714)",32.00177000153374
TCGA-55-1596-01Z-00-DX1.de65522d-92ab-408e-9b7e-24210d386b97.svs,"(146764, 70586)",4,"(146764, 70586)",1.0,"(36691, 17646)",4.00005667006687,"(9172, 4411)",16.001787694661378,"(2293, 1102)",64.02893244887186
TCGA-44-5643-01Z-00-DX1.83fb7631-0ecb-4473-bfb2-c8daa2f87d35.svs,"(98802, 83630)",4,"(98802, 83630)",1.0,"(24700, 20907)",4.000088316700003,"(6175, 5226)",16.001501399883175,"(3087, 2613)",32.00559436502172
TCGA-49-4488-01Z-00-DX4.17c00349-5908-4944-9dba-5efea9a5373a.svs,"(119905, 63011)",4,"(119905, 63011)",1.0,"(29976, 15752)",4.000111906013723,"(7494, 3938)",16.000447624054893,"(3747, 1969)",32.000895248109785
TCGA-MP-A4T6-01Z-00-DX1.085C4F5A-DB1B-434A-9D62-E2187D133B0A.svs,"(105576, 83724)",4,"(105576, 83724)",1.0,"(26394, 20931)",4.0,"(6598, 5232)",16.001753033307285,"(3299, 2616)",32.00350606661457
TCGA-49-4505-01Z-00-DX4.623c4278-fc3e-4c80-bb4d-000e24fbb1c2.svs,"(91128, 79007)",4,"(91128, 79007)",1.0,"(22782, 19751)",4.000075945521745,"(5695, 4937)",16.002221511679295,"(2847, 2468)",32.010495352098005
TCGA-L9-A8F4-01Z-00-DX1.E2BBB8DE-94E2-4781-9B55-8A4CFBF8A69D.svs,"(119519, 94093)",4,"(119519, 94093)",1.0,"(29879, 23523)",4.000071458275553,"(7469, 5880)",16.002109592665555,"(3734, 2940)",32.00636192881009
TCGA-MN-A4N1-01Z-00-DX1.07CD10C3-73A7-47E5-AD45-45458CE33107.svs,"(133463, 92649)",4,"(133463, 92649)",1.0,"(33365, 23162)",4.000066544372864,"(8341, 5790)",16.0011968160277,"(2085, 1447)",64.0196828301008
TCGA-49-4490-01Z-00-DX1.bde106d9-1494-4775-b77d-11c86bb09b72.svs,"(146764, 84786)",4,"(146764, 84786)",1.0,"(36691, 21196)",4.000047178712965,"(9172, 5299)",16.000842879701402,"(2293, 1324)",64.02149883462477
TCGA-86-7701-01Z-00-DX1.a8a6e71e-9fa9-42c6-a186-0ac7526e9960.svs,"(69065, 84146)",4,"(69065, 84146)",1.0,"(17266, 21036)",4.00007649620172,"(4316, 5259)",16.0012327822854,"(2158, 2629)",32.00550861902124
TCGA-73-4676-01Z-00-DX1.4d781bbc-a45e-4f9d-b6b6-2265282dff99.svs,"(175542, 85026)",4,"(175542, 85026)",1.0,"(43885, 21256)",4.000069832369295,"(10971, 5314)",16.000461630341903,"(2742, 1328)",64.02264803195276
TCGA-55-A57B-01Z-00-DX1.8D3C7063-3AF6-4839-A656-F844EC0AF9DB.svs,"(38369, 34955)",3,"(38369, 34955)",1.0,"(9592, 8738)",4.000223790768648,"(2398, 2184)",16.002726822107554,,
TCGA-97-A4M2-01Z-00-DX1.5C72522C-1538-4D68-B517-5FB05A9D401A.svs,"(78522, 64220)",4,"(78522, 64220)",1.0,"(19630, 16055)",4.000050942435049,"(4907, 4013)",16.002514093309237,"(2453, 2006)",32.01227869591389
TCGA-55-8507-01Z-00-DX1.3C6198CF-3E13-4C4C-B851-5BDFF8552621.svs,"(76739, 64689)",4,"(76739, 64689)",1.0,"(19184, 16172)",4.000109107793884,"(4796, 4043)",16.000436431175537,"(2398, 2021)",32.004831359961436
TCGA-49-AAR0-01Z-00-DX1.1635383C-0FB3-4CF9-BABC-08AC19CCE501.svs,"(101592, 67637)",4,"(101592, 67637)",1.0,"(25398, 16909)",4.000029570051452,"(6349, 4227)",16.00122145648229,"(3174, 2113)",32.00874995638665
TCGA-NJ-A55A-01Z-00-DX1.42C356FE-52A3-4A60-886B-75F84ADBC534.svs,"(107567, 89510)",4,"(107567, 89510)",1.0,"(26891, 22377)",4.000100469487393,"(6722, 5594)",16.00165202824423,"(3361, 2797)",32.00330405648846
TCGA-97-7554-01Z-00-DX1.4107ca63-4642-42b9-b6f2-13778ecaf9a7.svs,"(119952, 92684)",4,"(119952, 92684)",1.0,"(29988, 23171)",4.0,"(7497, 5792)",16.00103591160221,"(3748, 2896)",32.00420629492267
TCGA-49-4512-01Z-00-DX2.341d7ff7-15e1-44f1-8818-b117fe98ca99.svs,"(101680, 83907)",4,"(101680, 83907)",1.0,"(25420, 20976)",4.000071510297483,"(6355, 5244)",16.00028604118993,"(3177, 2622)",32.00309018121524
TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d.svs,"(113952, 83906)",4,"(113952, 83906)",1.0,"(28488, 20976)",4.000047673531656,"(7122, 5244)",16.000190694126623,"(3561, 2622)",32.000381388253246
TCGA-75-6206-01Z-00-DX1.63230D94-7015-4247-936D-E7ACD6692AB3.svs,"(15991, 18986)",3,"(15991, 18986)",1.0,"(3997, 4746)",4.000585985211623,"(1998, 2373)",8.002173159252806,,
TCGA-05-4427-01Z-00-DX1.36CF4E93-3FBB-4346-A26B-85F0D9D0575D.svs,"(76288, 123136)",4,"(76288, 123136)",1.0,"(19072, 30784)",4.0,"(4768, 7696)",16.0,"(1192, 1924)",64.0
TCGA-MP-A4T9-01Z-00-DX1.F7B341C4-EBCD-455F-BE90-3B77AC6B76EC.svs,"(97608, 60553)",4,"(97608, 60553)",1.0,"(24402, 15138)",4.00003302946228,"(6100, 3784)",16.001844955463902,"(3050, 1892)",32.003689910927804
TCGA-44-6775-01Z-00-DX1.38d3bc6d-8bb5-4126-8d61-d39e6a1d7bcf.svs,"(162112, 59811)",4,"(162112, 59811)",1.0,"(40528, 14952)",4.000100321027287,"(10132, 3738)",16.00040128410915,"(2533, 934)",64.01873661670236
TCGA-55-8299-01Z-00-DX1.6F652EC5-EBB8-499C-A66D-E0951FBFCAA2.svs,"(35856, 46200)",3,"(35856, 46200)",1.0,"(8964, 11550)",4.0,"(2241, 2887)",16.00138552130239,,
TCGA-55-6972-01Z-00-DX1.0b441ad0-c30f-4f63-849a-36c98d6e2d3b.svs,"(26858, 32068)",3,"(26858, 32068)",1.0,"(6714, 8017)",4.000148942508192,"(1678, 2004)",16.003977741775092,,
TCGA-05-5423-01Z-00-DX1.CCCF5FDB-ACAD-4D9D-80DF-556F0D6284AF.svs,"(10000, 8021)",2,"(10000, 8021)",1.0,"(2500, 2005)",4.000249376558603,,,,
TCGA-55-8615-01Z-00-DX1.928CFCA6-059D-4901-8D6A-BC7D9486C29F.svs,"(59473, 40707)",3,"(59473, 40707)",1.0,"(14868, 10176)",4.000181034931295,"(3717, 2544)",16.00072413972518,,
TCGA-55-7283-01Z-00-DX1.0f716216-0a46-404e-a4d4-5bb6d7e3f0d1.svs,"(49880, 33528)",3,"(49880, 33528)",1.0,"(12470, 8382)",4.0,"(3117, 2095)",16.003192593086034,,
TCGA-78-7145-01Z-00-DX1.ecde66bf-2de8-4e31-b3ab-4fed4f055dda.svs,"(92087, 68362)",4,"(92087, 68362)",1.0,"(23021, 17090)",4.000123671650041,"(5755, 4272)",16.001778578796486,"(2877, 2136)",32.00633804329573
TCGA-49-6745-01Z-00-DX3.40cd3c60-889c-4eaa-be55-36ab5d8b2400.svs,"(156357, 84109)",4,"(156357, 84109)",1.0,"(39089, 21027)",4.00003657027324,"(9772, 5256)",16.001492514879587,"(2443, 1314)",64.00597005951835
TCGA-55-8512-01Z-00-DX1.FD4B9CF5-1955-420E-A955-6D284772D2BE.svs,"(48921, 48738)",3,"(48921, 48738)",1.0,"(12230, 12184)",4.000122957926672,"(3057, 3046)",16.001800330812397,,
TCGA-MP-A4TH-01Z-00-DX1.E89D2C19-F9B2-4BF2-AA5F-6104CBC076D1.svs,"(107568, 72635)",4,"(107568, 72635)",1.0,"(26892, 18158)",4.000082608216764,"(6723, 4539)",16.00121172064331,"(3361, 2269)",32.00833000157748
TCGA-73-4670-01Z-00-DX1.a92a23d5-01aa-45a2-9f83-4784cd65fd58.svs,"(136212, 78866)",4,"(136212, 78866)",1.0,"(34053, 19716)",4.000050720227227,"(8513, 4929)",16.0004378157145,"(2128, 1232)",64.0120044429255
TCGA-49-AAR4-01Z-00-DX1.EDB32358-AF23-4F81-A99F-15574A2DE28E.svs,"(79680, 51516)",4,"(79680, 51516)",1.0,"(19920, 12879)",4.0,"(4980, 3219)",16.001863932898416,"(2490, 1609)",32.008701056556866
TCGA-J2-A4AE-01Z-00-DX1.42C5DE4A-7787-4E59-8969-D12503262C96.svs,"(101504, 67401)",4,"(101504, 67401)",1.0,"(25376, 16850)",4.000029673590504,"(6344, 4212)",16.001068376068375,"(3172, 2106)",32.00213675213675
TCGA-44-7660-01Z-00-DX1.f96c114b-f0fc-498a-97cc-e262344de357.svs,"(94965, 72953)",4,"(94965, 72953)",1.0,"(23741, 18238)",4.000048475899206,"(5935, 4559)",16.00140828855705,"(2967, 2279)",32.0090237899918
TCGA-05-4418-01Z-00-DX1.f3863ea5-564f-482f-9878-cc104cf69401.svs,"(99328, 110848)",4,"(99328, 110848)",1.0,"(24832, 27712)",4.0,"(6208, 6928)",16.0,"(1552, 1732)",64.0
TCGA-L4-A4E6-01Z-00-DX1.1B537DE0-2CE3-4B90-9ED3-71F1F8747EE9.svs,"(88536, 65148)",4,"(88536, 65148)",1.0,"(22134, 16287)",4.0,"(5533, 4071)",16.002196774468082,"(2766, 2035)",32.011218001673534
TCGA-78-7542-01Z-00-DX1.2ee042a6-11ee-4668-b254-44144fca4234.svs,"(105517, 55032)",4,"(105517, 55032)",1.0,"(26379, 13758)",4.00001895447136,"(6594, 3439)",16.002148873432834,"(3297, 1719)",32.00895229202496
TCGA-86-7955-01Z-00-DX1.ef4f4d94-5efb-4a07-97cf-b0ed69085827.svs,"(85372, 86562)",4,"(85372, 86562)",1.0,"(21343, 21640)",4.000046210720887,"(5335, 5410)",16.001309491430877,"(2667, 2705)",32.00561902959912
TCGA-50-6594-01Z-00-DX1.43b2005a-4245-4025-ad85-4a957f308a5c.svs,"(106476, 84456)",4,"(106476, 84456)",1.0,"(26619, 21114)",4.0,"(6654, 5278)",16.001659576082012,"(3327, 2639)",32.003319152164025
TCGA-55-8513-01Z-00-DX1.E21776FE-DF49-48D1-90D6-6F71D0764492.svs,"(56595, 43218)",3,"(56595, 43218)",1.0,"(14148, 10804)",4.000198580364323,"(3537, 2701)",16.000794321457292,,
TCGA-49-4514-01Z-00-DX4.79e9e14e-72ea-4e9f-9719-d1a791cf0b43.svs,"(102639, 76566)",4,"(102639, 76566)",1.0,"(25659, 19141)",4.0001107028946326,"(6414, 4785)",16.001796276366452,"(3207, 2392)",32.00693729644496
TCGA-55-6543-01Z-00-DX1.08806fe0-84d3-4fd6-8746-6cf557241958.svs,"(68106, 59291)",4,"(68106, 59291)",1.0,"(17026, 14822)",4.000159934618953,"(4256, 3705)",16.002659292461924,"(2128, 1852)",32.009639040906805
TCGA-55-7281-01Z-00-DX1.a92dafa4-3a65-4f5c-97f0-83aff231274a.svs,"(44125, 27646)",3,"(44125, 27646)",1.0,"(11031, 6911)",4.0001900236663515,"(2757, 1727)",16.00641090667982,,
TCGA-4B-A93V-01Z-00-DX1.C263DC1C-298D-47ED-AAF8-128043828530.svs,"(87647, 74788)",4,"(87647, 74788)",1.0,"(21911, 18697)",4.0000684587650035,"(5477, 4674)",16.00179726180568,"(2738, 2337)",32.00651686450354
TCGA-05-4434-01Z-00-DX1.f3f5c89c-306f-4876-98fa-f7bd231f2e10.svs,"(47872, 61184)",4,"(47872, 61184)",1.0,"(11968, 15296)",4.0,"(2992, 3824)",16.0,"(1496, 1912)",32.0
TCGA-97-A4LX-01Z-00-DX1.B2334672-A626-4E74-B4D1-A79F70F65909.svs,"(113952, 69368)",4,"(113952, 69368)",1.0,"(28488, 17342)",4.0,"(7122, 4335)",16.00092272202999,"(3561, 2167)",32.00553760959852
TCGA-55-8203-01Z-00-DX1.f530d261-be19-4ff0-98d0-27b789dffb23.svs,"(38369, 17462)",3,"(38369, 17462)",1.0,"(9592, 4365)",4.000281221846766,"(2398, 1091)",16.00295827794167,,
TCGA-55-A4DG-01Z-00-DX1.9CE9B7BE-48EF-44F1-9C25-F15700A3E5DE.svs,"(27818, 23967)",3,"(27818, 23967)",1.0,"(6954, 5991)",4.000394177691616,"(1738, 1497)",16.007886890005558,,
TCGA-49-6745-01Z-00-DX7.4bdde497-03d9-4e15-a00e-595baa3947b5.svs,"(104557, 84439)",4,"(104557, 84439)",1.0,"(26139, 21109)",4.000090188242851,"(6534, 5277)",16.001658052087016,"(3267, 2638)",32.00634895605259
TCGA-05-4396-01Z-00-DX1.49DD5F68-7473-4945-B384-EA6D5AE383CB.svs,"(83968, 56576)",4,"(83968, 56576)",1.0,"(20992, 14144)",4.0,"(5248, 3536)",16.0,"(2624, 1768)",32.0
TCGA-93-A4JN-01Z-00-DX1.ED4C9365-6CCF-4AEE-B4C9-3CC5EC57286C.svs,"(125495, 92501)",4,"(125495, 92501)",1.0,"(31373, 23125)",4.0000694334343265,"(7843, 5781)",16.000878708942533,"(3921, 2890)",32.00656614326725
TCGA-05-5420-01Z-00-DX1.8C253A99-44FD-48B6-AF31-D808CCB7DB1E.svs,"(10000, 8104)",2,"(10000, 8104)",1.0,"(2500, 2026)",4.0,,,,
TCGA-55-7911-01Z-00-DX1.081bc002-06ee-4218-a25f-26c0e6c4b333.svs,"(54677, 42694)",3,"(54677, 42694)",1.0,"(13669, 10673)",4.0001302734896065,"(3417, 2668)",16.00185607371907,,
TCGA-86-8674-01Z-00-DX1.9fcaae4e-4062-45ab-a49d-7dba43040919.svs,"(57554, 75182)",4,"(57554, 75182)",1.0,"(14388, 18795)",4.000122708002879,"(3597, 4698)",16.00176800519519,"(1798, 2349)",32.007985553221
TCGA-44-6144-01Z-00-DX1.604b3c7c-92e8-474a-bae8-e48415ea6196.svs,"(84413, 42180)",4,"(84413, 42180)",1.0,"(21103, 10545)",4.0000236933137465,"(5275, 2636)",16.00199095282958,"(2637, 1318)",32.00701612341702
TCGA-86-8075-01Z-00-DX1.171bd8bd-af24-4770-b24b-732e675efd75.svs,"(65228, 76764)",4,"(65228, 76764)",1.0,"(16307, 19191)",4.0,"(4076, 4797)",16.002722813141922,"(2038, 2398)",32.00878226130543
TCGA-49-4512-01Z-00-DX6.985c9088-ff83-4f13-8a95-cb55aa48682b.svs,"(103598, 81136)",4,"(103598, 81136)",1.0,"(25899, 20284)",4.000038611529403,"(6474, 5071)",16.001081248069198,"(3237, 2535)",32.00531831467883
TCGA-05-4417-01Z-00-DX1.6E534856-996F-4BD9-8AFC-7B1BF627E505.svs,"(66560, 54016)",4,"(66560, 54016)",1.0,"(16640, 13504)",4.0,"(4160, 3376)",16.0,"(2080, 1688)",32.0
TCGA-93-7347-01Z-00-DX1.a22b7163-07bd-4f6a-97c7-f1561c4d73cb.svs,"(130457, 90230)",4,"(130457, 90230)",1.0,"(32614, 22557)",4.0000596629758824,"(8153, 5639)",16.00108395329116,"(2038, 1409)",64.0252959907952
TCGA-78-7540-01Z-00-DX1.25c29857-0d5f-4e52-be0c-32c6686b653f.svs,"(79617, 52027)",4,"(79617, 52027)",1.0,"(19904, 13006)",4.000140451964292,"(4976, 3251)",16.001792269457532,"(2488, 1625)",32.00850865693792
TCGA-55-7910-01Z-00-DX1.041e15d5-4852-49f6-85d9-74b510497651.svs,"(100720, 68684)",4,"(100720, 68684)",1.0,"(25180, 17171)",4.0,"(6295, 4292)",16.001397949673812,"(3147, 2146)",32.005338002938345
TCGA-49-4494-01Z-00-DX4.4c6a4560-adee-4fc9-8fd8-feb7f89e51e3.svs,"(128538, 65620)",4,"(128538, 65620)",1.0,"(32134, 16405)",4.000031119686314,"(8033, 4101)",16.00111011839634,"(4016, 2050)",32.00811510057332
TCGA-J2-8192-01Z-00-DX1.A784F381-7906-480F-99A1-0B88005953A0.svs,"(191352, 91462)",4,"(191352, 91462)",1.0,"(47838, 22865)",4.0000437349661055,"(11959, 5716)",16.000859318674003,"(2989, 1429)",64.01146705168777
TCGA-62-A46V-01Z-00-DX1.631E54D0-9E57-4932-B4EF-81820E56A95B.svs,"(80760, 81794)",4,"(80760, 81794)",1.0,"(20190, 20448)",4.000048904538341,"(5047, 5112)",16.000988168183085,"(2523, 2556)",32.0051474788751
TCGA-49-6743-01Z-00-DX1.ddae5601-6ffa-4a70-8755-8645d5e45135.svs,"(136212, 83181)",4,"(136212, 83181)",1.0,"(34053, 20795)",4.000024044241404,"(8513, 5198)",16.001485415759806,"(2128, 1299)",64.0220202642866
TCGA-NJ-A4YG-01Z-00-DX1.507BAE41-5EE9-4657-AAD1-AD456750BA2F.svs,"(197207, 77830)",4,"(197207, 77830)",1.0,"(49301, 19457)",4.000081820731037,"(12325, 4864)",16.000900751975017,"(3081, 1216)",64.00619965962862
TCGA-55-8085-01Z-00-DX1.ff220eba-3515-4d2e-b317-76337dd3d206.svs,"(31655, 20194)",3,"(31655, 20194)",1.0,"(7913, 5048)",4.000387659737843,"(3956, 2524)",8.00128092856605,,
TCGA-97-8172-01Z-00-DX1.812ab977-692e-42f8-af57-7ce9084ab045.svs,"(122571, 88444)",4,"(122571, 88444)",1.0,"(30642, 22111)",4.00004895241825,"(7660, 5527)",16.001803595546384,"(3830, 2763)",32.00650298753861
TCGA-49-AAR2-01Z-00-DX1.1F09F896-446E-4C55-8D01-6C34A98AB1D2.svs,"(125496, 89555)",4,"(125496, 89555)",1.0,"(31374, 22388)",4.000067000178667,"(7843, 5597)",16.000778009639824,"(3921, 2798)",32.00645572610888
TCGA-55-6985-01Z-00-DX1.428ad69e-c0ea-445e-8d38-fa2dab6eb81f.svs,"(30695, 29824)",3,"(30695, 29824)",1.0,"(7673, 7456)",4.000195490681611,"(1918, 1864)",16.001824817518248,,
TCGA-78-7159-01Z-00-DX1.399d865f-f4f9-4602-b15b-908be0afe459.svs,"(131416, 77051)",4,"(131416, 77051)",1.0,"(32854, 19262)",4.000077873533382,"(8213, 4815)",16.001629296512036,"(2053, 1203)",64.03036713298746
TCGA-62-A470-01Z-00-DX1.3983A979-E756-413C-941A-C8B83AD3BBA7.svs,"(90375, 91368)",4,"(90375, 91368)",1.0,"(22593, 22842)",4.000066392245386,"(5648, 5710)",16.001320213779316,"(2824, 2855)",32.00264042755863
TCGA-49-4490-01Z-00-DX5.feea87ff-61c6-465e-8b36-4803f6af3d62.svs,"(124701, 60515)",4,"(124701, 60515)",1.0,"(31175, 15128)",4.000115192379214,"(7793, 3782)",16.00123069741567,"(3896, 1891)",32.004514997008414
TCGA-55-7914-01Z-00-DX1.875bffe1-8c56-4c29-ab11-6840ee3a643c.svs,"(30695, 29061)",3,"(30695, 29061)",1.0,"(7673, 7265)",4.000264313806181,"(1918, 1816)",16.003201469500627,,
TCGA-44-6776-01Z-00-DX1.551e200f-5f40-4b95-8b2f-7c6000a21be0.svs,"(129498, 45849)",4,"(129498, 45849)",1.0,"(32374, 11462)",4.000074511389455,"(8093, 2865)",16.002188498495563,"(4046, 1432)",32.01194210020518
TCGA-05-4402-01Z-00-DX1.c653ddc2-88c1-45ac-88e7-4e512b8e8d53.svs,"(80896, 100096)",4,"(80896, 100096)",1.0,"(20224, 25024)",4.0,"(5056, 6256)",16.0,"(1264, 1564)",64.0
TCGA-55-1595-01Z-00-DX1.6270c9cf-cd18-4fa5-b313-33350ad55f89.svs,"(101680, 49927)",4,"(101680, 49927)",1.0,"(25420, 12481)",4.00012018267767,"(6355, 3120)",16.001121794871793,"(3177, 1560)",32.00476168857897
TCGA-38-6178-01Z-00-DX1.5932337D-BA2B-455D-9E34-22961EFA2170.svs,"(142927, 64474)",4,"(142927, 64474)",1.0,"(35731, 16118)",4.000104022790222,"(8932, 4029)",16.00208068029402,"(2233, 1007)",64.01626834282726
TCGA-49-4506-01Z-00-DX2.81e180ae-bd9f-49cc-9a0f-297800cc7280.svs,"(125661, 80560)",4,"(125661, 80560)",1.0,"(31415, 20140)",4.000015915963711,"(7853, 5035)",16.000827709155736,"(3926, 2517)",32.006871713509625
TCGA-95-A4VP-01Z-00-DX1.1B145AC0-2471-4974-BBB6-C88BDF0BE8BD.svs,"(123008, 107008)",4,"(123008, 107008)",1.0,"(30752, 26752)",4.0,"(7688, 6688)",16.0,"(1922, 1672)",64.0
TCGA-64-1676-01Z-00-DX1.3B8F1FAC-0FB2-45DE-AFA1-6ED451A4A61B.svs,"(55775, 43910)",3,"(55775, 43910)",1.0,"(13943, 10977)",4.000198680436782,"(3485, 2744)",16.003245374804976,,
TCGA-78-8640-01Z-00-DX1.6F929E56-34D5-45A6-8A9E-ACB4B88A68B1.svs,"(128520, 92881)",4,"(128520, 92881)",1.0,"(32130, 23220)",4.000021533161068,"(8032, 5805)",16.0005841406124,"(4016, 2902)",32.003925030409036
TCGA-MP-A4T4-01Z-00-DX1.5F72FF0B-59C0-4E95-A8C1-BF22A948F7AC.svs,"(69720, 46189)",4,"(69720, 46189)",1.0,"(17430, 11547)",4.000043301290379,"(4357, 2886)",16.00317031513956,"(2178, 1443)",32.010014146377785
TCGA-95-A4VN-01Z-00-DX1.B997A80F-C396-40AB-808A-B70EB83A2B74.svs,"(103168, 86016)",4,"(103168, 86016)",1.0,"(25792, 21504)",4.0,"(6448, 5376)",16.0,"(3224, 2688)",32.0
TCGA-86-8278-01Z-00-DX1.6500afef-f0f0-4e7c-a6c0-60da81993641.svs,"(101680, 73764)",4,"(101680, 73764)",1.0,"(25420, 18441)",4.0,"(6355, 4610)",16.000433839479392,"(3177, 2305)",32.003385777794165
TCGA-75-6207-01Z-00-DX1.837B7B0F-424C-423B-9045-A905E7C1C54C.svs,"(25985, 23320)",3,"(25985, 23320)",1.0,"(6496, 5830)",4.00007697044335,"(3248, 2915)",8.0001539408867,,
TCGA-73-4668-01Z-00-DX1.3470b27e-210f-4ff3-9dde-69aa85faa9ee.svs,"(103598, 69724)",4,"(103598, 69724)",1.0,"(25899, 17431)",4.000038611529403,"(6474, 4357)",16.00245834240016,"(3237, 2178)",32.008590411657224
TCGA-64-5775-01Z-00-DX1.9A338C1A-CDB6-41AF-B6D5-EDE608B5E3E1.svs,"(61751, 60391)",4,"(61751, 60391)",1.0,"(15437, 15097)",4.000196526627324,"(3859, 3774)",16.001834368704024,"(1929, 1887)",32.00781643412692
TCGA-55-7815-01Z-00-DX1.288408e6-f6b3-4de4-a1ce-cb2498d9d46d.svs,"(52758, 47495)",3,"(52758, 47495)",1.0,"(13189, 11873)",4.00020215782702,"(3297, 2968)",16.002089163390387,,
TCGA-55-8616-01Z-00-DX1.4F53B2AB-8221-4E67-80D2-7A8E3815B730.svs,"(48921, 35546)",3,"(48921, 35546)",1.0,"(12230, 8886)",4.000153419648794,"(3057, 2221)",16.003723269584334,,
TCGA-MP-A4T8-01Z-00-DX1.3ECB340F-66C7-4F64-8E00-463BF82AAD83.svs,"(141432, 74149)",4,"(141432, 74149)",1.0,"(35358, 18537)",4.000026973080866,"(8839, 4634)",16.000992030600838,"(2209, 1158)",64.02865123912147
TCGA-86-8056-01Z-00-DX1.eee7e03a-842c-4a44-bff8-f7b906725605.svs,"(57554, 48555)",3,"(57554, 48555)",1.0,"(14388, 12138)",4.000193081206382,"(3597, 3034)",16.002090797850478,,
TCGA-75-5125-01Z-00-DX1.2E419CAF-E248-4959-951E-498D8054433E.svs,"(21987, 30632)",3,"(21987, 30632)",1.0,"(5496, 7658)",4.000272925764192,"(1374, 1914)",16.0031815672156,,
TCGA-50-5066-02Z-00-DX1.A2CA045A-7956-4E04-9EC9-5856FC789110.svs,"(121512, 82794)",4,"(121512, 82794)",1.0,"(30378, 20698)",4.000048313846749,"(7594, 5174)",16.00149310194334,"(3797, 2587)",32.00298620388668
TCGA-44-7667-01Z-00-DX1.2be2e379-7368-4fa7-a619-ace84febecb3.svs,"(136212, 60358)",4,"(136212, 60358)",1.0,"(34053, 15089)",4.000066273444231,"(8513, 3772)",16.001030268845888,"(2128, 943)",64.0078805842815
TCGA-75-7030-01Z-00-DX1.5DDF24B5-00D1-4418-A067-A9B609E15314.svs,"(65963, 27980)",3,"(65963, 27980)",1.0,"(16490, 6995)",4.00009096422074,"(4122, 1748)",16.004766798015226,,
TCGA-50-6593-01Z-00-DX1.a63e298c-cbe7-44e8-8d8e-34ebb93530ca.svs,"(116068, 54105)",4,"(116068, 54105)",1.0,"(29017, 13526)",4.00003696584356,"(7254, 3381)",16.001606677122606,"(3627, 1690)",32.007947869610405
TCGA-55-A4DF-01Z-00-DX1.C945E1AD-BEF4-403F-BB11-BAC831D24CDA.svs,"(55636, 58428)",4,"(55636, 58428)",1.0,"(13909, 14607)",4.0,"(3477, 3651)",16.002218593886955,"(1738, 1825)",32.01342497280767
TCGA-78-7146-01Z-00-DX1.830209b2-94c5-4277-a7b6-b2f2634de0dc.svs,"(84413, 66269)",4,"(84413, 66269)",1.0,"(21103, 16567)",4.0000538737930125,"(5275, 4141)",16.00280189665019,"(2637, 2070)",32.01250350365204
TCGA-44-8119-01Z-00-DX1.1EBEBFA7-22DB-4365-9DF8-C4E679C11312.svs,"(54726, 25547)",3,"(54726, 25547)",1.0,"(13681, 6386)",4.000307982891362,"(3420, 1596)",16.004323308270678,,
TCGA-86-8585-01Z-00-DX1.bc0b1c69-f71d-46fc-8195-2d205002e6e5.svs,"(93046, 86120)",4,"(93046, 86120)",1.0,"(23261, 21530)",4.000042990413138,"(5815, 5382)",16.00125912527124,"(2907, 2691)",32.00527040599729
TCGA-44-A47G-01Z-00-DX1.810F67EC-3A0C-4056-B736-3331A11412CC.svs,"(130576, 31183)",4,"(130576, 31183)",1.0,"(32644, 7795)",4.000192431045543,"(8161, 1948)",16.003850102669404,"(2040, 487)",64.01932197930508
TCGA-49-4488-01Z-00-DX5.6380c697-c81b-48c8-863c-ea1cdd097464.svs,"(123742, 84602)",4,"(123742, 84602)",1.0,"(30935, 21150)",4.00007960716839,"(7733, 5287)",16.00185092733847,"(3866, 2643)",32.00879863235256
TCGA-49-4512-01Z-00-DX4.5161fcf5-62a3-4f7d-8a55-9a24a7d70efb.svs,"(107435, 68741)",4,"(107435, 68741)",1.0,"(26858, 17185)",4.000084944422517,"(6714, 4296)",16.001401120480345,"(3357, 2148)",32.00280224096069
