filename,dimensions,level_count,level_0_dimensions,level_0_downsample,level_1_dimensions,level_1_downsample,level_2_dimensions,level_2_downsample,level_3_dimensions,level_3_downsample
TCGA-MP-A4TA-01Z-00-DX1.11DDADA4-B7A2-4216-9B18-7AD993AE12E4.svs,"(59760, 48096)",3,"(59760, 48096)",1.0,"(14940, 12024)",4.0,"(3735, 3006)",16.0,,
TCGA-44-3917-01Z-00-DX1.cf5b5b49-de5e-4f2e-90b4-b138f55560a9.svs,"(116068, 22913)",4,"(116068, 22913)",1.0,"(29017, 5728)",4.000087290502793,"(7254, 1432)",16.000624871964302,"(3627, 716)",32.001249743928604
TCGA-55-8097-01Z-00-DX1.2f847b65-a5dc-41be-9dd0-a1e11df3cd10.svs,"(30695, 21196)",3,"(30695, 21196)",1.0,"(7673, 5299)",4.000195490681611,"(3836, 2649)",8.001667410646629,,
TCGA-05-4425-01Z-00-DX1.82B093EE-49BC-4FD9-91AC-4CC89944309D.svs,"(10000, 4617)",2,"(10000, 4617)",1.0,"(2500, 1154)",4.000433275563259,,,,
TCGA-62-A46O-01Z-00-DX1.39B361AD-ED1D-4C0C-8611-0E8CCBDBD252.svs,"(91336, 85517)",4,"(91336, 85517)",1.0,"(22834, 21379)",4.000023387436269,"(5708, 5344)",16.001917088213204,"(2854, 2672)",32.00383417642641
TCGA-49-6743-01Z-00-DX2.f6b71e89-19ff-4d9b-a3f1-3a52949f1dc7.svs,"(142927, 84505)",4,"(142927, 84505)",1.0,"(35731, 21126)",4.000065647871892,"(8932, 5281)",16.001691788906363,"(2233, 1320)",64.01282840722496
TCGA-44-6779-01Z-00-DX1.40f10ad8-55f3-4043-a89b-37d33a26dd8c.svs,"(137172, 37288)",4,"(137172, 37288)",1.0,"(34293, 9322)",4.0,"(8573, 2330)",16.001950028760824,"(2143, 582)",64.03903061674468
TCGA-55-6983-01Z-00-DX1.8f940a64-1f1b-4e6e-99ea-418175be2b3f.svs,"(44125, 49201)",4,"(44125, 49201)",1.0,"(11031, 12300)",4.000085977212777,"(2757, 3075)",16.002520236736643,"(1378, 1537)",32.01605275011261
TCGA-55-7573-01Z-00-DX1.43a4bbd2-6a3b-4910-9356-2d750a736817.svs,"(45084, 36024)",3,"(45084, 36024)",1.0,"(11271, 9006)",4.0,"(2817, 2251)",16.00390691345794,,
TCGA-86-7713-01Z-00-DX1.23f9e213-b566-47bb-beb8-7d12b2f0508b.svs,"(99761, 58031)",4,"(99761, 58031)",1.0,"(24940, 14507)",4.000123446474889,"(6235, 3626)",16.002148587387445,"(3117, 1813)",32.00686377092262
TCGA-75-6203-01Z-00-DX1.9796ACAB-9E1A-4BC5-B80C-4EC856FA14B7.svs,"(71959, 19959)",3,"(71959, 19959)",1.0,"(17989, 4989)",4.0003840457456015,"(4497, 1247)",16.003585032809006,,
TCGA-97-A4M5-01Z-00-DX1.283AFBA6-A349-425F-A18E-5CA186084C23.svs,"(111080, 92849)",4,"(111080, 92849)",1.0,"(27770, 23212)",4.000021540582457,"(6942, 5803)",16.000662365153225,"(3471, 2901)",32.0040824297764
TCGA-MP-A4T2-01Z-00-DX1.ADE8B45C-26F3-465E-ADB6-2C36E6326974.svs,"(79680, 69199)",4,"(79680, 69199)",1.0,"(19920, 17299)",4.000086710214463,"(4980, 4324)",16.00173450508788,"(2490, 2162)",32.00346901017576
TCGA-44-2657-01Z-00-DX1.b7f608bd-2381-40a2-a757-ca4648a7de8a.svs,"(79617, 67243)",4,"(79617, 67243)",1.0,"(19904, 16810)",4.000114353178422,"(4976, 4202)",16.001409382838673,"(2488, 2101)",32.00281876567735
TCGA-55-A493-01Z-00-DX1.1CF94B85-7A64-4213-9B04-16504512DE2E.svs,"(26858, 39428)",3,"(26858, 39428)",1.0,"(6714, 9857)",4.000148942508192,"(1678, 2464)",16.003791426094764,,
TCGA-64-1677-01Z-00-DX1.7720D42B-1F57-4C23-9BC5-87C456E7737B.svs,"(83663, 63694)",4,"(83663, 63694)",1.0,"(20915, 15923)",4.00013452109782,"(5228, 3980)",16.003193376984385,"(2614, 1990)",32.00638675396877
TCGA-49-6743-01Z-00-DX3.d391f3ab-e954-4f4f-996d-cd0420933ccf.svs,"(141009, 84233)",4,"(141009, 84233)",1.0,"(35252, 21058)",4.000037927537714,"(8813, 5264)",16.000911597591564,"(2203, 1316)",64.00727782783079
TCGA-44-5644-01Z-00-DX1.7e4edaa7-25c6-49f4-81bc-f50d6c5fac38.svs,"(126620, 43290)",4,"(126620, 43290)",1.0,"(31655, 10822)",4.000092404361486,"(7913, 2705)",16.002606674759917,"(3956, 1352)",32.0131543128257
TCGA-49-4490-01Z-00-DX2.1b491bd7-60d2-40a6-96cd-01385bce2b0f.svs,"(119905, 60981)",4,"(119905, 60981)",1.0,"(29976, 15245)",4.000049477649245,"(7494, 3811)",16.000722715844326,"(3747, 1905)",32.00564525110903
TCGA-64-5774-01Z-00-DX1.5E3B95EB-BF45-4687-BCF7-AA2A41AA806C.svs,"(49799, 52795)",4,"(49799, 52795)",1.0,"(12449, 13198)",4.000234145189628,"(3112, 3299)",16.0027918505335,"(1556, 1649)",32.01043613719307
TCGA-49-AAQV-01Z-00-DX1.4CC37621-C952-4684-96E3-9B97CDAD8056.svs,"(105576, 82278)",4,"(105576, 82278)",1.0,"(26394, 20569)",4.0000486168506,"(6598, 5142)",16.001189674888224,"(3299, 2571)",32.00237934977645
TCGA-55-8506-01Z-00-DX1.A908E3D2-91F7-4DE2-98C9-95D1038B9F49.svs,"(38369, 39012)",3,"(38369, 39012)",1.0,"(9592, 9753)",4.00005212677231,"(2398, 2438)",16.001028851633947,,
TCGA-86-8073-01Z-00-DX1.33c016fc-5c9e-4ad6-8de2-a7f8521d205c.svs,"(61391, 70645)",4,"(61391, 70645)",1.0,"(15347, 17661)",4.000126049939455,"(3836, 4415)",16.002521413042324,"(1918, 2207)",32.00866791274139
TCGA-05-4433-01Z-00-DX1.5843D3CC-CB24-4A0A-BB65-78A5DAA11D84.svs,"(92672, 90368)",4,"(92672, 90368)",1.0,"(23168, 22592)",4.0,"(5792, 5648)",16.0,"(2896, 2824)",32.0
TCGA-78-7158-01Z-00-DX1.74db3dcd-2715-4ce7-8e48-30c8b7946ba0.svs,"(99761, 71214)",4,"(99761, 71214)",1.0,"(24940, 17803)",4.000076218423851,"(6235, 4450)",16.001653226169772,"(3117, 2225)",32.005873048487274
TCGA-49-6745-01Z-00-DX1.6bf8a38c-5e3a-4b32-8870-03bc06c0db80.svs,"(176501, 84777)",4,"(176501, 84777)",1.0,"(44125, 21194)",4.0000349230272825,"(11031, 5298)",16.001076011154808,"(2757, 1324)",64.02509528067529
TCGA-49-AARN-01Z-00-DX1.E13AA041-978E-427D-AFA5-D3180224A03A.svs,"(115536, 78279)",4,"(115536, 78279)",1.0,"(28884, 19569)",4.000076651847309,"(7221, 4892)",16.000715453802126,"(3610, 2446)",32.00364697408625
TCGA-44-3918-01Z-00-DX1.6da70a8b-6307-423a-9d2d-380c16962855.svs,"(150601, 48809)",4,"(150601, 48809)",1.0,"(37650, 12202)",4.000054257101517,"(9412, 3050)",16.00195352288324,"(2353, 762)",64.0288153393278
TCGA-49-4512-01Z-00-DX7.1f758560-85e2-4cf9-a81a-317536d96bcc.svs,"(96883, 68653)",4,"(96883, 68653)",1.0,"(24220, 17163)",4.00009106472342,"(6055, 4290)",16.001762880664614,"(3027, 2145)",32.00616872390906
TCGA-49-4501-01Z-00-DX3.b6c2cc84-1c94-4816-92e7-8cf4446ac9ac.svs,"(158275, 62820)",4,"(158275, 62820)",1.0,"(39568, 15705)",4.000037909421755,"(9892, 3926)",16.000661062037505,"(2473, 981)",64.0189551746013
TCGA-49-6742-01Z-00-DX1.23e8883f-0ecc-4359-a8b5-75d49f43a08b.svs,"(161153, 84903)",4,"(161153, 84903)",1.0,"(40288, 21225)",4.00008308202146,"(10072, 5306)",16.00070927318033,"(2518, 1326)",64.01490445264682
TCGA-64-5815-01Z-00-DX1.1E3600B5-7E83-47BE-AC70-E0C2D623740B.svs,"(61751, 56585)",4,"(61751, 56585)",1.0,"(15437, 14146)",4.000132514819839,"(3859, 3536)",16.002179595152192,"(1929, 1768)",32.00850688702326
TCGA-05-5429-01Z-00-DX1.20729065-FADA-4E43-98D7-AFA5FB4A0447.svs,"(10000, 6536)",2,"(10000, 6536)",1.0,"(2500, 1634)",4.0,,,,
TCGA-MP-A4TK-01Z-00-DX1.57494698-D9D9-4C04-AAB2-16616CCFDCC9.svs,"(91677, 77657)",4,"(91677, 77657)",1.0,"(22919, 19414)",4.000047570570632,"(5729, 4853)",16.002061839948205,"(2864, 2426)",32.010215363589055
TCGA-44-3398-01Z-00-DX1.74757c91-a0c6-4e7f-b2db-8748c68ffa44.svs,"(53717, 35332)",3,"(53717, 35332)",1.0,"(13429, 8833)",4.000037232854271,"(3357, 2208)",16.00165050964241,,
TCGA-78-7147-01Z-00-DX1.a9fd2c5d-b8f3-4524-bd64-6c3362ce373b.svs,"(115109, 84529)",4,"(115109, 84529)",1.0,"(28777, 21132)",4.000041035785758,"(7194, 5283)",16.000442155010557,"(3597, 2641)",32.0039135014801
TCGA-50-5044-01Z-00-DX1.7E0E651F-411B-4784-B0FA-6EB612527430.svs,"(155376, 81413)",4,"(155376, 81413)",1.0,"(38844, 20353)",4.000024566402987,"(9711, 5088)",16.00049135220126,"(2427, 1272)",64.01185416035015
TCGA-50-8457-01Z-00-DX1.F4B6ECCE-F22B-43FC-9A08-4366A24A67A4.svs,"(119698, 84126)",4,"(119698, 84126)",1.0,"(29924, 21031)",4.000080966848698,"(7481, 5257)",16.001465229891757,"(3740, 2628)",32.00811417966938
TCGA-55-6981-01Z-00-DX1.5fecd134-42a0-40a2-be75-1e8bd14c5b30.svs,"(31655, 42003)",3,"(31655, 42003)",1.0,"(7913, 10500)",4.000332418623964,"(1978, 2625)",16.002340892676585,,
TCGA-MP-A4T7-01Z-00-DX1.C74D7A5B-1D1A-423B-85CA-C11E0CCF5873.svs,"(71712, 63395)",4,"(71712, 63395)",1.0,"(17928, 15848)",4.000094649167087,"(4482, 3962)",16.000378596668348,"(2241, 1981)",32.000757193336696
TCGA-38-A44F-01Z-00-DX1.B9958072-D8BB-40DD-B28E-2E83CE2B550B.svs,"(185639, 44659)",4,"(185639, 44659)",1.0,"(46409, 11164)",4.0001666817612715,"(11602, 2791)",16.000839113902636,"(2900, 697)",64.0433095037847
TCGA-55-6980-01Z-00-DX1.2f1d1858-42b9-4e3b-966d-2f3f429570a6.svs,"(99761, 66140)",4,"(99761, 66140)",1.0,"(24940, 16535)",4.000020048115477,"(6235, 4133)",16.001531922440133,"(3117, 2066)",32.00950336054879
TCGA-73-A9RS-01Z-00-DX1.EDCEFE41-61E2-48C9-B8D5-28B55372E0CA.svs,"(107567, 73497)",4,"(107567, 73497)",1.0,"(26891, 18374)",4.000082993109785,"(6722, 4593)",16.002095491159494,"(3361, 2296)",32.00767572959765
TCGA-78-7152-01Z-00-DX1.a04f9d84-3304-402c-9c0c-f64545c14781.svs,"(114150, 84520)",4,"(114150, 84520)",1.0,"(28537, 21130)",4.000035042225882,"(7134, 5282)",16.00117781035231,"(3567, 2641)",32.00235562070462
TCGA-44-3396-01Z-00-DX1.187b0a68-ad51-4fcd-819c-b74a8599dbe9.svs,"(114150, 47749)",4,"(114150, 47749)",1.0,"(28537, 11937)",4.000076928797048,"(7134, 2984)",16.001258323055175,"(3567, 1492)",32.00251664611035
TCGA-75-6212-01Z-00-DX1.FCB36956-DF6C-485D-8E7A-922A2BDAE669.svs,"(31982, 33257)",3,"(31982, 33257)",1.0,"(7995, 8314)",4.000185217697553,"(1998, 2078)",16.005669047295612,,
TCGA-64-1678-01Z-00-DX1.92C851BD-37AC-4C4C-9920-DF394411CC2C.svs,"(45815, 43764)",3,"(45815, 43764)",1.0,"(11453, 10941)",4.000130970051515,"(2863, 2735)",16.00195375531349,,
TCGA-38-4631-01Z-00-DX1.5e0c873a-9c4c-4e0b-bf2e-e3cd8b760761.svs,"(103598, 49189)",4,"(103598, 49189)",1.0,"(25899, 12297)",4.000079271853059,"(6474, 3074)",16.001894520678178,"(3237, 1537)",32.003789041356356
TCGA-L9-A5IP-01Z-00-DX1.E699D989-8BB8-41DF-9B95-A880858653E6.svs,"(65688, 69355)",4,"(65688, 69355)",1.0,"(16422, 17338)",4.000086515168993,"(4105, 4334)",16.002243456970266,"(2052, 2167)",32.00838602428236
TCGA-MP-A4SY-01Z-00-DX1.9535274F-C850-409E-80A1-B933B2F1A110.svs,"(113544, 68465)",4,"(113544, 68465)",1.0,"(28386, 17116)",4.000029212432811,"(7096, 4279)",16.000680547589194,"(3548, 2139)",32.00510121525774
TCGA-86-7711-01Z-00-DX1.f64dd9d8-b9ca-4d1f-9783-d1042979132d.svs,"(72902, 82149)",4,"(72902, 82149)",1.0,"(18225, 20537)",4.000079215986297,"(4556, 5134)",16.00114542209095,"(2278, 2567)",32.0022908441819
TCGA-67-3773-01Z-00-DX1.3E9DFC22-E962-4C18-BF5B-27EBEA089F5D.svs,"(137447, 36677)",4,"(137447, 36677)",1.0,"(34361, 9169)",4.00009818571656,"(8590, 2292)",16.001498200960164,"(2147, 573)",64.01344544236001
TCGA-78-7535-01Z-00-DX1.c4ca06f3-22d1-4e39-85c8-98d1fa2b0e60.svs,"(112231, 79935)",4,"(112231, 79935)",1.0,"(28057, 19983)",4.000128526398239,"(7014, 4995)",16.00200050349751,"(3507, 2497)",32.00720545293075
TCGA-86-8076-01Z-00-DX1.e7378b2f-e20e-4d2f-a86c-3a8ead08a385.svs,"(79617, 63695)",4,"(79617, 63695)",1.0,"(19904, 15923)",4.0001193239324175,"(4976, 3980)",16.001984904425665,"(2488, 1990)",32.00396980885133
TCGA-44-A47B-01Z-00-DX1.177D0531-E037-435B-BFD4-382B2150B10D.svs,"(83530, 25986)",4,"(83530, 25986)",1.0,"(20882, 6496)",4.000201829020019,"(5220, 1624)",16.00157361795293,"(2610, 812)",32.00314723590586
TCGA-NJ-A55O-01Z-00-DX1.8E23C821-B8BB-4D89-9E38-E97424A685CE.svs,"(139439, 86460)",4,"(139439, 86460)",1.0,"(34859, 21615)",4.000043030494277,"(8714, 5403)",16.00197117812676,"(2178, 1350)",64.0330119375574
TCGA-55-A48Y-01Z-00-DX1.D8735347-E060-439F-B5A1-1E47A958A392.svs,"(40288, 26860)",3,"(40288, 26860)",1.0,"(10072, 6715)",4.0,"(2518, 1678)",16.00357568533969,,
TCGA-93-A4JQ-01Z-00-DX1.24573112-917C-43E9-B0FD-763C290AA88A.svs,"(99599, 64470)",4,"(99599, 64470)",1.0,"(24899, 16117)",4.0001222896697985,"(6224, 4029)",16.001949614491593,"(3112, 2014)",32.00787179333355
TCGA-97-7941-01Z-00-DX1.6845ef95-2231-44a2-aeae-004a117f1964.svs,"(132328, 87938)",4,"(132328, 87938)",1.0,"(33082, 21984)",4.000045487627365,"(8270, 5496)",16.000665626446583,"(2067, 1374)",64.01040366077031
TCGA-97-8552-01Z-00-DX1.69631717-0E05-49C1-B112-15C2E36BC2F8.svs,"(105672, 81895)",4,"(105672, 81895)",1.0,"(26418, 20473)",4.00007326723001,"(6604, 5118)",16.001289554402234,"(3302, 2559)",32.00257910880447
TCGA-78-7536-01Z-00-DX1.6b066140-8b82-40a5-bd48-430eeb4463fe.svs,"(115109, 84273)",4,"(115109, 84273)",1.0,"(28777, 21068)",4.000041107662116,"(7194, 5267)",16.00044244251599,"(3597, 2633)",32.00392328037216
TCGA-55-8514-01Z-00-DX1.499CF563-B404-4061-9D1A-57954BBE2CE7.svs,"(84413, 58159)",4,"(84413, 58159)",1.0,"(21103, 14539)",4.000126864095781,"(5275, 3634)",16.003296068985122,"(2637, 1817)",32.009626355728116
TCGA-64-1679-01Z-00-DX1.f9fd24ef-d51c-4530-9fb5-e8a8f09dba73.svs,"(56595, 49054)",3,"(56595, 49054)",1.0,"(14148, 12263)",4.000187568166915,"(3537, 3065)",16.002707938128783,,
TCGA-78-8660-01Z-00-DX1.11E923ED-C01B-439D-8796-08C9E3DC2D93.svs,"(110432, 92814)",4,"(110432, 92814)",1.0,"(27608, 23203)",4.000043097875275,"(6902, 5800)",16.00120689655172,"(3451, 2900)",32.00241379310344
TCGA-86-8358-01Z-00-DX1.C50100F8-9414-4A06-BEDF-93E7B01B24D6.svs,"(70984, 55512)",4,"(70984, 55512)",1.0,"(17746, 13878)",4.0,"(4436, 3469)",16.00205478330419,"(2218, 1734)",32.00872384173529
TCGA-78-7539-01Z-00-DX1.b838d859-2fb7-48d1-a442-d366ac404099.svs,"(115109, 73879)",4,"(115109, 73879)",1.0,"(28777, 18469)",4.000098592161693,"(7194, 4617)",16.00110557982493,"(3597, 2308)",32.00567769260827
TCGA-44-2662-01Z-00-DX1.398f3f84-fd48-4454-b789-a3e90cd36d73.svs,"(157316, 48358)",4,"(157316, 48358)",1.0,"(39329, 12089)",4.000082719827943,"(9832, 3022)",16.001196137465477,"(2458, 755)",64.02597923256403
TCGA-05-4422-01Z-00-DX1.4802093f-71ea-43d5-bd92-b4bd7fc8c5bf.svs,"(73728, 87296)",4,"(73728, 87296)",1.0,"(18432, 21824)",4.0,"(4608, 5456)",16.0,"(2304, 2728)",32.0
TCGA-50-5045-01Z-00-DX2.0FCA12EA-572E-4A7D-900D-6E200892170E.svs,"(115536, 67987)",4,"(115536, 67987)",1.0,"(28884, 16996)",4.000088256060249,"(7221, 4249)",16.000353024240997,"(3610, 2124)",32.006688759514006
TCGA-95-A4VK-01Z-00-DX1.D09778E0-285E-4593-84C8-B6009DDF4E41.svs,"(115072, 80640)",4,"(115072, 80640)",1.0,"(28768, 20160)",4.0,"(7192, 5040)",16.0,"(3596, 2520)",32.0
TCGA-67-3774-01Z-00-DX1.FE85FDCB-91D2-47C5-8D13-D622A51A7BE0.svs,"(41831, 27912)",3,"(41831, 27912)",1.0,"(10457, 6978)",4.0001434445825765,"(2614, 1744)",16.003632522128555,,
TCGA-49-AAR3-01Z-00-DX1.B4D85F13-CEB4-46DA-BF39-0200B9E55835.svs,"(77688, 47010)",4,"(77688, 47010)",1.0,"(19422, 11752)",4.000085091899251,"(4855, 2938)",16.00116426049093,"(2427, 1469)",32.00562511096657
TCGA-78-8662-01Z-00-DX1.754A4C57-B5FA-4077-99E4-F6EFA6459410.svs,"(123760, 76178)",4,"(123760, 76178)",1.0,"(30940, 19044)",4.0000525099768955,"(7735, 4761)",16.000210039907582,"(3867, 2380)",32.00585029977856
TCGA-67-6217-01Z-00-DX1.3fa5c69b-60d1-41fb-a86f-48f77d81285f.svs,"(130457, 52198)",4,"(130457, 52198)",1.0,"(32614, 13049)",4.000091965064362,"(8153, 3262)",16.00147162524686,"(2038, 815)",64.02944634761616
TCGA-49-4488-01Z-00-DX8.b9fb358a-9618-4956-9544-c2ffe2678095.svs,"(116068, 78452)",4,"(116068, 78452)",1.0,"(29017, 19613)",4.0,"(7254, 4903)",16.00068362347546,"(3627, 2451)",32.00463138726652
TCGA-64-5778-01Z-00-DX1.96C39819-8A65-4651-BE83-39959F6FAD05.svs,"(51791, 46292)",3,"(51791, 46292)",1.0,"(12947, 11573)",4.000115856955279,"(3236, 2893)",16.003009000028626,,
TCGA-49-4490-01Z-00-DX3.0949a10a-0a1f-49dc-9296-ab4d4f0bf988.svs,"(132375, 72496)",4,"(132375, 72496)",1.0,"(33093, 18124)",4.000045326806273,"(8273, 4531)",16.000423062975948,"(2068, 1132)",64.02676234186083
TCGA-50-5055-01Z-00-DX1.0c9d846b-89b4-4b18-a2eb-0f8d8e0a33c7.svs,"(109354, 79914)",4,"(109354, 79914)",1.0,"(27338, 19978)",4.000086634181205,"(6834, 4994)",16.001732837379684,"(3417, 2497)",32.00346567475937
TCGA-55-1594-01Z-00-DX1.bd90c500-7c0b-4c45-a3f7-2d9177384b1d.svs,"(97843, 62829)",4,"(97843, 62829)",1.0,"(24460, 15707)",4.000093157552338,"(6115, 3926)",16.001900927585517,"(3057, 1963)",32.00641888012963
TCGA-91-A4BD-01Z-00-DX1.2E575CAC-6AEB-4049-972A-EA43457A9C9D.svs,"(115192, 54914)",4,"(115192, 54914)",1.0,"(28798, 13728)",4.000072843822844,"(7199, 3432)",16.00084700801814,"(3599, 1716)",32.003917010099286
TCGA-NJ-A4YI-01Z-00-DX1.C4111D01-27BF-486F-8E0E-C8053DB16133.svs,"(197207, 90988)",4,"(197207, 90988)",1.0,"(49301, 22747)",4.000030425346342,"(12325, 5686)",16.00133919901484,"(3081, 1421)",64.01921460925638
TCGA-49-AAR9-01Z-00-DX1.B6A9966E-89B8-404B-8ABC-1F8F8553D4DA.svs,"(41832, 27479)",3,"(41832, 27479)",1.0,"(10458, 6869)",4.000218372397729,"(2614, 1717)",16.003568661020203,,
TCGA-05-4430-01Z-00-DX1.95659bbb-3091-4370-bc1d-6c6c1baa7b3d.svs,"(72192, 65792)",4,"(72192, 65792)",1.0,"(18048, 16448)",4.0,"(4512, 4112)",16.0,"(2256, 2056)",32.0
TCGA-05-4415-01Z-00-DX1.55E0C429-B308-4962-8DA9-41D7D3F7764E.svs,"(98304, 103680)",4,"(98304, 103680)",1.0,"(24576, 25920)",4.0,"(6144, 6480)",16.0,"(1536, 1620)",64.0
TCGA-J2-A4AD-01Z-00-DX1.C3C3B0C6-0666-4CCF-8422-345560B237DA.svs,"(109480, 85211)",4,"(109480, 85211)",1.0,"(27370, 21302)",4.000070415923387,"(6842, 5325)",16.001617488228604,"(3421, 2662)",32.00624062366376
TCGA-49-4494-01Z-00-DX6.3791a027-7ddb-429c-99a5-bb84a4307550.svs,"(120865, 74430)",4,"(120865, 74430)",1.0,"(30216, 18607)",4.0000702907394095,"(7554, 4651)",16.001571242774805,"(3777, 2325)",32.00658399309915
TCGA-05-4395-01Z-00-DX1.20205276-ca16-46b2-914a-fe5e576a5cf9.svs,"(48384, 26880)",3,"(48384, 26880)",1.0,"(12096, 6720)",4.0,"(3024, 1680)",16.0,,
TCGA-78-7166-01Z-00-DX1.d19ad2d9-b006-4a13-ba54-2fec234c2373.svs,"(113191, 71832)",4,"(113191, 71832)",1.0,"(28297, 17958)",4.000053009152914,"(7074, 4489)",16.001385836631535,"(3537, 2244)",32.00633713274036
TCGA-97-7546-01Z-00-DX1.dad9871f-cdfb-424d-a5b2-4e0905c29137.svs,"(79617, 74349)",4,"(79617, 74349)",1.0,"(19904, 18587)",4.0000520211006485,"(4976, 4646)",16.001499535263886,"(2488, 2323)",32.00299907052777
TCGA-73-4658-01Z-00-DX1.d5beb44f-9d76-485a-8af4-407b0f1a610e.svs,"(174582, 75890)",4,"(174582, 75890)",1.0,"(43645, 18972)",4.000075621387719,"(10911, 4743)",16.000485788906403,"(2727, 1185)",64.03099803651251
TCGA-99-7458-01Z-00-DX1.10ea0b2c-c763-40d1-83a4-3d4ae957fdb0.svs,"(21103, 39885)",3,"(21103, 39885)",1.0,"(5275, 9971)",4.000334505611296,"(1318, 2492)",16.00829878677017,,
TCGA-97-8175-01Z-00-DX1.f7148cec-5e4b-46ac-b167-d41b36eb3ee5.svs,"(132328, 85460)",4,"(132328, 85460)",1.0,"(33082, 21365)",4.0,"(8270, 5341)",16.000858137648414,"(2067, 1335)",64.01716649543658
TCGA-MP-A4TF-01Z-00-DX1.F98B0438-6D32-4EA3-ABA8-E624457EA658.svs,"(111552, 60903)",4,"(111552, 60903)",1.0,"(27888, 15225)",4.000098522167487,"(6972, 3806)",16.00091960063058,"(3486, 1903)",32.00183920126116
TCGA-67-3772-01Z-00-DX1.CB05C5CC-2801-4BB9-94A0-83E9005BCA2E.svs,"(151391, 54736)",4,"(151391, 54736)",1.0,"(37847, 13684)",4.000039633260232,"(9461, 3421)",16.000792728041432,"(2365, 855)",64.01591063635126
TCGA-NJ-A4YQ-01Z-00-DX1.56C29975-77E9-4822-A9E1-83AD70D6C5F7.svs,"(193223, 61504)",4,"(193223, 61504)",1.0,"(48305, 15376)",4.000031052686057,"(12076, 3844)",16.000289831069892,"(3019, 961)",64.00115932427957
TCGA-49-4488-01Z-00-DX6.3ce306b2-1b00-48f7-8288-c24069037a9c.svs,"(97843, 56488)",4,"(97843, 56488)",1.0,"(24460, 14122)",4.000061324611611,"(6115, 3530)",16.001378442922366,"(3057, 1765)",32.00537391080333
TCGA-78-7537-01Z-00-DX1.e5597e41-ebba-4d6f-8a1f-15cd81d8f026.svs,"(97843, 78553)",4,"(97843, 78553)",1.0,"(24460, 19638)",4.000086785452837,"(6115, 4909)",16.001161982088732,"(3057, 2454)",32.00820134638286
TCGA-55-1592-01Z-00-DX1.ee15e261-2f9c-4a93-a19f-27cb1c3bae15.svs,"(123742, 49354)",4,"(123742, 49354)",1.0,"(30935, 12338)",4.00011337625787,"(7733, 3084)",16.002526482508053,"(3866, 1542)",32.00712252145983
TCGA-44-7671-01Z-00-DX1.00297baa-00e7-4894-a7b8-c9ac2a9d42d8.svs,"(102639, 29145)",4,"(102639, 29145)",1.0,"(25659, 7286)",4.00012708378004,"(6414, 1821)",16.003640486805786,"(3207, 910)",32.016074897973866
TCGA-80-5608-01Z-00-DX1.CB85BA53-AF00-4C7D-8489-C2FF0F4F49AB.svs,"(21987, 17849)",3,"(21987, 17849)",1.0,"(5496, 4462)",4.000384983137567,"(2748, 2231)",8.000769966275135,,
TCGA-55-A492-01Z-00-DX1.31B23842-7F8B-4311-88DF-C51CB4F54AED.svs,"(79617, 66740)",4,"(79617, 66740)",1.0,"(19904, 16685)",4.000025120578778,"(4976, 4171)",16.00057998363374,"(2488, 2085)",32.00499712769977
TCGA-53-7626-01Z-00-DX1.FD4CAF75-07B5-4117-83DD-99233DAA3EBC.svs,"(75695, 77816)",4,"(75695, 77816)",1.0,"(18923, 19454)",4.000079268614913,"(4730, 4863)",16.002408161206922,"(2365, 2431)",32.00810748758765
TCGA-49-6745-01Z-00-DX5.9521a16f-d6a7-460c-b75c-7341d72ce727.svs,"(148683, 76686)",4,"(148683, 76686)",1.0,"(37170, 19171)",4.000092517244969,"(9292, 4792)",16.002052674963366,"(2323, 1198)",64.00821069985346
TCGA-49-4506-01Z-00-DX4.9460a2c1-efe2-4095-9b0e-dfe0eda684ba.svs,"(127579, 76261)",4,"(127579, 76261)",1.0,"(31894, 19065)",4.000073256858203,"(7973, 4766)",16.00121437705803,"(3986, 2383)",32.004435951764876
TCGA-49-4501-01Z-00-DX2.07b7723d-136b-490c-9dd3-7f3aef78d3d9.svs,"(175542, 76912)",4,"(175542, 76912)",1.0,"(43885, 19228)",4.000022786829213,"(10971, 4807)",16.00027344818157,"(2742, 1201)",64.02983017434414
TCGA-67-4679-01Z-00-DX1.a3d84341-fed7-4235-a053-638ed5294954.svs,"(171705, 43664)",4,"(171705, 43664)",1.0,"(42926, 10916)",4.00001164795229,"(10731, 2729)",16.000419345820518,"(2682, 682)",64.02235660348889
TCGA-64-5779-01Z-00-DX1.B3268447-DCE0-4927-B5A9-EC4D61E9B17D.svs,"(97607, 66849)",4,"(97607, 66849)",1.0,"(24401, 16712)",4.0000913915118055,"(6100, 4178)",16.000693444977202,"(3050, 2089)",32.001386889954404
TCGA-78-7220-01Z-00-DX1.3df84ce0-4395-4c9e-ba62-76b55676a440.svs,"(105517, 81409)",4,"(105517, 81409)",1.0,"(26379, 20352)",4.000043522081422,"(6594, 5088)",16.00108401505657,"(3297, 2544)",32.00216803011314
TCGA-55-6979-01Z-00-DX1.9238436e-3886-4a10-86fe-26658967dff2.svs,"(68106, 67400)",4,"(68106, 67400)",1.0,"(17026, 16850)",4.0000587337013975,"(4256, 4212)",16.00212447964641,"(2128, 2106)",32.00424895929282
